sample,elapsed_ms,elapsed_us,temp_c,resistance_ohm,delta_from_baseline,pct_of_step
1229,20511.3637,20511364,72.0675,127.8662,48.7423,100.04
1230,20530.2390,20530239,72.1018,127.8793,48.7766,100.11
1231,20544.8357,20544836,72.1018,127.8793,48.7766,100.11
1232,20562.0481,20562048,72.1018,127.8793,48.7766,100.11
1233,20578.6301,20578630,72.1018,127.8793,48.7766,100.11
1234,20594.7919,20594792,72.1018,127.8793,48.7766,100.11
1235,20612.0842,20612084,72.1018,127.8793,48.7766,100.11
1236,20628.2959,20628296,72.1018,127.8793,48.7766,100.11
1237,20648.8771,20648877,72.0675,127.8662,48.7423,100.04
1238,20661.6627,20661663,72.0675,127.8662,48.7423,100.04
1239,20678.4638,20678464,72.1018,127.8793,48.7766,100.11
1240,20695.4755,20695475,72.1018,127.8793,48.7766,100.11
1241,20711.6806,20711681,72.1018,127.8793,48.7766,100.11
1242,20728.8244,20728824,72.1018,127.8793,48.7766,100.11
1243,20744.9760,20744976,72.1018,127.8793,48.7766,100.11
1244,20763.2925,20763293,72.1018,127.8793,48.7766,100.11
1245,20778.4844,20778484,72.1018,127.8793,48.7766,100.11
1246,20799.8346,20799835,72.1361,127.8925,48.8109,100.18
1247,20812.2657,20812266,72.1361,127.8925,48.8109,100.18
1248,20828.5079,20828508,72.1018,127.8793,48.7766,100.11
1249,20845.6408,20845641,72.1361,127.8925,48.8109,100.18
1250,20861.8422,20861842,72.1361,127.8925,48.8109,100.18
1251,20878.9442,20878944,72.1361,127.8925,48.8109,100.18
1252,20895.3414,20895341,72.1361,127.8925,48.8109,100.18
1253,20915.2924,20915292,72.1361,127.8925,48.8109,100.18
1254,20928.6958,20928696,72.1361,127.8925,48.8109,100.18
1255,20949.8838,20949884,72.1361,127.8925,48.8109,100.18
1256,20962.4791,20962479,72.1361,127.8925,48.8109,100.18
1257,20978.6529,20978653,72.1361,127.8925,48.8109,100.18
1258,20995.9480,20995948,72.1361,127.8925,48.8109,100.18
1259,21012.0319,21012032,72.1361,127.8925,48.8109,100.18
1260,21030.1212,21030121,72.1361,127.8925,48.8109,100.18
1261,21045.5207,21045521,72.1361,127.8925,48.8109,100.18
1262,21066.8122,21066812,72.1361,127.8925,48.8109,100.18
1263,21079.2641,21079264,72.1704,127.9056,48.8452,100.25
1264,21095.6335,21095633,72.1704,127.9056,48.8452,100.25
1265,21112.7284,21112728,72.1361,127.8925,48.8109,100.18
1266,21128.8690,21128869,72.1704,127.9056,48.8452,100.25
1267,21146.1082,21146108,72.1704,127.9056,48.8452,100.25
1268,21162.3537,21162354,72.1704,127.9056,48.8452,100.25
1269,21182.1370,21182137,72.1704,127.9056,48.8452,100.25
1270,21195.7905,21195790,72.1704,127.9056,48.8452,100.25
1271,21216.9474,21216947,72.1704,127.9056,48.8452,100.25
1272,21229.4759,21229476,72.1704,127.9056,48.8452,100.25
1273,21245.6801,21245680,72.1704,127.9056,48.8452,100.25
1274,21262.9290,21262929,72.1704,127.9056,48.8452,100.25
1275,21279.0593,21279059,72.1704,127.9056,48.8452,100.25
1276,21297.0020,21297002,72.1704,127.9056,48.8452,100.25
1277,21312.5614,21312561,72.1704,127.9056,48.8452,100.25
1278,21333.9304,21333930,72.1704,127.9056,48.8452,100.25
1279,21346.3250,21346325,72.1704,127.9056,48.8452,100.25
1280,21362.5045,21362505,72.1704,127.9056,48.8452,100.25
1281,21379.7968,21379797,72.2047,127.9187,48.8796,100.32
1282,21395.9081,21395908,72.1704,127.9056,48.8452,100.25
1283,21413.0739,21413074,72.1704,127.9056,48.8452,100.25
1284,21429.3935,21429394,72.1704,127.9056,48.8452,100.25
1285,21450.4720,21450472,72.1704,127.9056,48.8452,100.25
1286,21462.7919,21462792,72.2047,127.9187,48.8796,100.32
1287,21479.6450,21479645,72.1704,127.9056,48.8452,100.25
1288,21496.5847,21496585,72.2047,127.9187,48.8796,100.32
1289,21512.7390,21512739,72.2047,127.9187,48.8796,100.32
1290,21530.0348,21530035,72.1704,127.9056,48.8452,100.25
1291,21546.1294,21546129,72.2047,127.9187,48.8796,100.32
1292,21563.0028,21563003,72.2047,127.9187,48.8796,100.32
1293,21580.0403,21580040,72.1704,127.9056,48.8452,100.25
1294,21596.2081,21596208,72.2047,127.9187,48.8796,100.32
1295,21613.4823,21613482,72.2047,127.9187,48.8796,100.32
1296,21629.5697,21629570,72.2047,127.9187,48.8796,100.32
1297,21648.4344,21648434,72.2047,127.9187,48.8796,100.32
1298,21663.0904,21663090,72.2047,127.9187,48.8796,100.32
1299,21683.9188,21683919,72.2047,127.9187,48.8796,100.32
1300,21696.8372,21696837,72.2047,127.9187,48.8796,100.32
1301,21713.0355,21713036,72.2047,127.9187,48.8796,100.32
1302,21730.1874,21730187,72.2391,127.9318,48.9139,100.39
1303,21746.4009,21746401,72.2047,127.9187,48.8796,100.32
1304,21763.5856,21763586,72.2047,127.9187,48.8796,100.32
1305,21779.9136,21779914,72.2391,127.9318,48.9139,100.39
1306,21800.5162,21800516,72.2047,127.9187,48.8796,100.32
1307,21813.2679,21813268,72.2047,127.9187,48.8796,100.32
1308,21832.0741,21832074,72.2047,127.9187,48.8796,100.32
1309,21847.0821,21847082,72.2391,127.9318,48.9139,100.39
1310,21863.2451,21863245,72.2047,127.9187,48.8796,100.32
1311,21880.5594,21880559,72.2391,127.9318,48.9139,100.39
1312,21896.5676,21896568,72.2391,127.9318,48.9139,100.39
1313,21915.4439,21915444,72.2047,127.9187,48.8796,100.32
1314,21930.0904,21930090,72.2047,127.9187,48.8796,100.32
1315,21951.1830,21951183,72.2047,127.9187,48.8796,100.32
1316,21963.8917,21963892,72.2047,127.9187,48.8796,100.32
1317,21980.0468,21980047,72.2047,127.9187,48.8796,100.32
1318,21997.2393,21997239,72.2047,127.9187,48.8796,100.32
1319,22013.4164,22013416,72.2047,127.9187,48.8796,100.32
1320,22030.5166,22030517,72.2391,127.9318,48.9139,100.39
1321,22046.9323,22046932,72.2047,127.9187,48.8796,100.32
1322,22067.0126,22067013,72.2047,127.9187,48.8796,100.32
1323,22080.3156,22080316,72.1704,127.9056,48.8452,100.25
1324,22099.4738,22099474,72.2047,127.9187,48.8796,100.32
1325,22114.0653,22114065,72.2047,127.9187,48.8796,100.32
1326,22130.2631,22130263,72.2047,127.9187,48.8796,100.32
1327,22147.5965,22147597,72.2047,127.9187,48.8796,100.32
1328,22163.6549,22163655,72.2047,127.9187,48.8796,100.32
1329,22182.3210,22182321,72.2047,127.9187,48.8796,100.32
1330,22197.1368,22197137,72.2047,127.9187,48.8796,100.32
1331,22218.5444,22218544,72.2047,127.9187,48.8796,100.32
1332,22230.8944,22230894,72.1704,127.9056,48.8452,100.25
1333,22247.0939,22247094,72.2047,127.9187,48.8796,100.32
1334,22264.3900,22264390,72.2047,127.9187,48.8796,100.32
1335,22280.4574,22280457,72.1704,127.9056,48.8452,100.25
1336,22297.4757,22297476,72.1704,127.9056,48.8452,100.25
1337,22313.9653,22313965,72.2047,127.9187,48.8796,100.32
1338,22334.9285,22334929,72.2047,127.9187,48.8796,100.32
1339,22347.3640,22347364,72.2047,127.9187,48.8796,100.32
1340,22364.1293,22364129,72.1704,127.9056,48.8452,100.25
1341,22381.1754,22381175,72.1704,127.9056,48.8452,100.25
1342,22397.3032,22397303,72.2047,127.9187,48.8796,100.32
1343,22414.5771,22414577,72.2047,127.9187,48.8796,100.32
1344,22430.6687,22430669,72.1704,127.9056,48.8452,100.25
1345,22449.3971,22449397,72.1704,127.9056,48.8452,100.25
1346,22464.2053,22464205,72.1704,127.9056,48.8452,100.25
1347,22485.3240,22485324,72.2047,127.9187,48.8796,100.32
1348,22497.9327,22497933,72.1704,127.9056,48.8452,100.25
1349,22514.1344,22514134,72.1704,127.9056,48.8452,100.25
1350,22531.4596,22531460,72.1704,127.9056,48.8452,100.25
1351,22547.5610,22547561,72.1704,127.9056,48.8452,100.25
1352,22569.4612,22569461,72.1704,127.9056,48.8452,100.25
1353,22581.3623,22581362,72.1704,127.9056,48.8452,100.25
1354,22597.5649,22597565,72.1704,127.9056,48.8452,100.25
1355,22614.8333,22614833,72.1704,127.9056,48.8452,100.25
1356,22630.9609,22630961,72.1704,127.9056,48.8452,100.25
1357,22648.7531,22648753,72.1704,127.9056,48.8452,100.25
1358,22664.4507,22664451,72.2047,127.9187,48.8796,100.32
1359,22686.2358,22686236,72.2047,127.9187,48.8796,100.32
1360,22698.0286,22698029,72.1704,127.9056,48.8452,100.25
1361,22714.5233,22714523,72.1704,127.9056,48.8452,100.25
1362,22731.7710,22731771,72.1704,127.9056,48.8452,100.25
1363,22747.8219,22747822,72.1704,127.9056,48.8452,100.25
1364,22764.8474,22764847,72.1704,127.9056,48.8452,100.25
1365,22781.2934,22781293,72.1704,127.9056,48.8452,100.25
1366,22802.0471,22802047,72.1704,127.9056,48.8452,100.25
1367,22814.6717,22814672,72.1704,127.9056,48.8452,100.25
1368,22831.4944,22831494,72.1704,127.9056,48.8452,100.25
1369,22848.4512,22848451,72.1704,127.9056,48.8452,100.25
1370,22864.6345,22864635,72.1704,127.9056,48.8452,100.25
1371,22881.8380,22881838,72.1361,127.8925,48.8109,100.18
1372,22898.0124,22898012,72.1704,127.9056,48.8452,100.25
1373,22916.1881,22916188,72.1704,127.9056,48.8452,100.25
1374,22931.5484,22931548,72.1704,127.9056,48.8452,100.25
1375,22953.1557,22953156,72.1361,127.8925,48.8109,100.18
1376,22965.1718,22965172,72.1704,127.9056,48.8452,100.25
1377,22981.4962,22981496,72.1704,127.9056,48.8452,100.25
1378,22998.6783,22998678,72.1361,127.8925,48.8109,100.18
1379,23014.8484,23014848,72.1704,127.9056,48.8452,100.25
1380,23032.0139,23032014,72.1361,127.8925,48.8109,100.18
1381,23048.3388,23048339,72.1361,127.8925,48.8109,100.18
1382,23069.3273,23069327,72.1361,127.8925,48.8109,100.18
1383,23081.7231,23081723,72.1361,127.8925,48.8109,100.18
1384,23098.5107,23098511,72.1361,127.8925,48.8109,100.18
1385,23115.4932,23115493,72.1361,127.8925,48.8109,100.18
1386,23131.7117,23131712,72.1361,127.8925,48.8109,100.18
1387,23148.9357,23148936,72.1361,127.8925,48.8109,100.18
1388,23165.0836,23165084,72.1361,127.8925,48.8109,100.18
1389,23184.3193,23184319,72.1361,127.8925,48.8109,100.18
1390,23198.5533,23198553,72.1361,127.8925,48.8109,100.18
1391,23220.4564,23220456,72.1704,127.9056,48.8452,100.25
1392,23232.3063,23232306,72.1361,127.8925,48.8109,100.18
1393,23248.5234,23248523,72.1361,127.8925,48.8109,100.18
1394,23265.7247,23265725,72.1361,127.8925,48.8109,100.18
1395,23281.8912,23281891,72.1704,127.9056,48.8452,100.25
1396,23299.7529,23299753,72.1704,127.9056,48.8452,100.25
1397,23315.4060,23315406,72.1361,127.8925,48.8109,100.18
1398,23336.8463,23336846,72.1361,127.8925,48.8109,100.18
1399,23348.7957,23348796,72.1361,127.8925,48.8109,100.18
1400,23365.4576,23365458,72.1361,127.8925,48.8109,100.18
1401,23382.4934,23382493,72.1361,127.8925,48.8109,100.18
1402,23398.7257,23398726,72.1361,127.8925,48.8109,100.18
1403,23416.1672,23416167,72.1361,127.8925,48.8109,100.18
1404,23432.2285,23432228,72.1361,127.8925,48.8109,100.18
1405,23451.4339,23451434,72.1018,127.8793,48.7766,100.11
1406,23465.5908,23465591,72.1361,127.8925,48.8109,100.18
1407,23487.0225,23487023,72.1361,127.8925,48.8109,100.18
1408,23499.3944,23499394,72.1361,127.8925,48.8109,100.18
1409,23515.5816,23515582,72.1361,127.8925,48.8109,100.18
1410,23532.8014,23532801,72.1361,127.8925,48.8109,100.18
1411,23548.9314,23548931,72.1361,127.8925,48.8109,100.18
1412,23570.8385,23570838,72.1361,127.8925,48.8109,100.18
1413,23582.7850,23582785,72.1361,127.8925,48.8109,100.18
1414,23598.9852,23598985,72.1018,127.8793,48.7766,100.11
1415,23616.2793,23616279,72.1361,127.8925,48.8109,100.18
1416,23632.3763,23632376,72.1361,127.8925,48.8109,100.18
1417,23649.3603,23649360,72.1704,127.9056,48.8452,100.25
1418,23665.8667,23665867,72.1361,127.8925,48.8109,100.18
1419,23686.1185,23686118,72.1361,127.8925,48.8109,100.18
1420,23699.2806,23699281,72.1018,127.8793,48.7766,100.11
1421,23717.1712,23717171,72.1361,127.8925,48.8109,100.18
1422,23732.9691,23732969,72.1361,127.8925,48.8109,100.18
1423,23749.2062,23749206,72.1361,127.8925,48.8109,100.18
1424,23766.4508,23766451,72.1361,127.8925,48.8109,100.18
1425,23782.5604,23782560,72.1361,127.8925,48.8109,100.18
1426,23800.7674,23800767,72.1018,127.8793,48.7766,100.11
1427,23816.0968,23816097,72.1361,127.8925,48.8109,100.18
1428,23837.7326,23837733,72.1361,127.8925,48.8109,100.18
1429,23849.7137,23849714,72.1361,127.8925,48.8109,100.18
1430,23866.1260,23866126,72.1361,127.8925,48.8109,100.18
1431,23883.2834,23883283,72.1361,127.8925,48.8109,100.18
1432,23899.4340,23899434,72.1361,127.8925,48.8109,100.18
1433,23916.7262,23916726,72.1361,127.8925,48.8109,100.18
1434,23932.8950,23932895,72.1704,127.9056,48.8452,100.25
1435,23953.3354,23953335,72.1361,127.8925,48.8109,100.18
1436,23966.2762,23966276,72.1361,127.8925,48.8109,100.18
1437,23986.0654,23986065,72.1361,127.8925,48.8109,100.18
1438,24000.0691,24000069,72.1361,127.8925,48.8109,100.18
1439,24016.2679,24016268,72.1361,127.8925,48.8109,100.18
1440,24033.4247,24033425,72.1361,127.8925,48.8109,100.18
1441,24049.5724,24049572,72.1361,127.8925,48.8109,100.18
1442,24067.6080,24067608,72.1361,127.8925,48.8109,100.18
1443,24083.1134,24083113,72.1361,127.8925,48.8109,100.18
1444,24104.5727,24104573,72.1704,127.9056,48.8452,100.25
1445,24116.5232,24116523,72.1361,127.8925,48.8109,100.18
1446,24133.1804,24133180,72.1361,127.8925,48.8109,100.18
1447,24150.2409,24150241,72.1704,127.9056,48.8452,100.25
1448,24166.4444,24166444,72.1361,127.8925,48.8109,100.18
1449,24183.9203,24183920,72.1361,127.8925,48.8109,100.18
1450,24199.9115,24199911,72.1361,127.8925,48.8109,100.18
1451,24219.3965,24219396,72.1361,127.8925,48.8109,100.18
1452,24233.3311,24233331,72.1361,127.8925,48.8109,100.18
1453,24255.0674,24255067,72.1361,127.8925,48.8109,100.18
1454,24267.0868,24267087,72.1704,127.9056,48.8452,100.25
1455,24283.2870,24283287,72.1704,127.9056,48.8452,100.25
1456,24300.5446,24300545,72.1361,127.8925,48.8109,100.18
1457,24316.6199,24316620,72.1361,127.8925,48.8109,100.18
1458,24334.7128,24334713,72.1361,127.8925,48.8109,100.18
1459,24350.1406,24350141,72.1361,127.8925,48.8109,100.18
1460,24371.5126,24371513,72.1361,127.8925,48.8109,100.18
1461,24383.6467,24383647,72.1361,127.8925,48.8109,100.18
1462,24400.2621,24400262,72.1361,127.8925,48.8109,100.18
1463,24417.3166,24417317,72.1361,127.8925,48.8109,100.18
1464,24433.5148,24433515,72.1361,127.8925,48.8109,100.18
1465,24450.8631,24450863,72.1704,127.9056,48.8452,100.25
1466,24466.9285,24466929,72.1704,127.9056,48.8452,100.25
1467,24486.1727,24486173,72.1361,127.8925,48.8109,100.18
1468,24500.3830,24500383,72.1361,127.8925,48.8109,100.18
1469,24521.7890,24521789,72.1361,127.8925,48.8109,100.18
1470,24534.1304,24534130,72.1704,127.9056,48.8452,100.25
1471,24550.3107,24550311,72.1704,127.9056,48.8452,100.25
1472,24571.6628,24571663,72.1361,127.8925,48.8109,100.18
1473,24583.9660,24583966,72.1704,127.9056,48.8452,100.25
1474,24600.4731,24600473,72.1361,127.8925,48.8109,100.18
1475,24617.5440,24617544,72.1361,127.8925,48.8109,100.18
1476,24633.7899,24633790,72.1361,127.8925,48.8109,100.18
1477,24651.0277,24651028,72.1704,127.9056,48.8452,100.25
1478,24667.2674,24667267,72.1704,127.9056,48.8452,100.25
1479,24687.1905,24687191,72.1704,127.9056,48.8452,100.25
1480,24700.6440,24700644,72.1704,127.9056,48.8452,100.25
1481,24720.4411,24720441,72.1704,127.9056,48.8452,100.25
1482,24734.4095,24734410,72.1704,127.9056,48.8452,100.25
1483,24750.6086,24750609,72.1704,127.9056,48.8452,100.25
1484,24767.9039,24767904,72.1704,127.9056,48.8452,100.25
1485,24783.9584,24783958,72.1704,127.9056,48.8452,100.25
1486,24802.2629,24802263,72.1704,127.9056,48.8452,100.25
1487,24817.4710,24817471,72.1704,127.9056,48.8452,100.25
1488,24838.9152,24838915,72.1704,127.9056,48.8452,100.25
1489,24851.1936,24851194,72.2047,127.9187,48.8796,100.32
1490,24867.4820,24867482,72.1704,127.9056,48.8452,100.25
1491,24884.7149,24884715,72.1704,127.9056,48.8452,100.25
1492,24900.8059,24900806,72.2047,127.9187,48.8796,100.32
1493,24917.8709,24917871,72.1704,127.9056,48.8452,100.25
1494,24934.2865,24934287,72.1361,127.8925,48.8109,100.18
1495,24954.7809,24954781,72.1704,127.9056,48.8452,100.25
1496,24967.7073,24967707,72.1704,127.9056,48.8452,100.25
1497,24985.4244,24985424,72.1704,127.9056,48.8452,100.25
1498,25001.4544,25001454,72.1704,127.9056,48.8452,100.25
1499,25017.6486,25017649,72.1704,127.9056,48.8452,100.25
1500,25034.8794,25034879,72.2047,127.9187,48.8796,100.32
1501,25051.0351,25051035,72.1704,127.9056,48.8452,100.25
1502,25069.2572,25069257,72.1361,127.8925,48.8109,100.18
1503,25084.5091,25084509,72.1704,127.9056,48.8452,100.25
1504,25106.2691,25106269,72.1704,127.9056,48.8452,100.25
1505,25118.2481,25118248,72.2047,127.9187,48.8796,100.32
1506,25134.4846,25134485,72.1704,127.9056,48.8452,100.25
1507,25151.7901,25151790,72.1704,127.9056,48.8452,100.25
1508,25167.8882,25167888,72.1704,127.9056,48.8452,100.25
1509,25184.8497,25184850,72.1704,127.9056,48.8452,100.25
1510,25201.3408,25201341,72.1704,127.9056,48.8452,100.25
1511,25222.2242,25222224,72.1704,127.9056,48.8452,100.25
1512,25234.7128,25234713,72.1704,127.9056,48.8452,100.25
1513,25251.6902,25251690,72.1704,127.9056,48.8452,100.25
1514,25268.4963,25268496,72.1704,127.9056,48.8452,100.25
1515,25284.6831,25284683,72.1704,127.9056,48.8452,100.25
1516,25301.9696,25301970,72.1704,127.9056,48.8452,100.25
1517,25318.0431,25318043,72.1704,127.9056,48.8452,100.25
1518,25336.1198,25336120,72.1704,127.9056,48.8452,100.25
1519,25351.5647,25351565,72.1704,127.9056,48.8452,100.25
1520,25373.1875,25373187,72.1361,127.8925,48.8109,100.18
1521,25385.0654,25385065,72.1704,127.9056,48.8452,100.25
1522,25401.6007,25401601,72.2047,127.9187,48.8796,100.32
1523,25418.6864,25418686,72.2047,127.9187,48.8796,100.32
1524,25434.9092,25434909,72.2047,127.9187,48.8796,100.32
1525,25452.3998,25452400,72.1704,127.9056,48.8452,100.25
1526,25468.3661,25468366,72.1704,127.9056,48.8452,100.25
1527,25488.3678,25488368,72.2047,127.9187,48.8796,100.32
1528,25501.7652,25501765,72.1704,127.9056,48.8452,100.25
1529,25521.0618,25521062,72.1704,127.9056,48.8452,100.25
1530,25535.5963,25535596,72.1704,127.9056,48.8452,100.25
1531,25551.7591,25551759,72.2047,127.9187,48.8796,100.32
1532,25572.1474,25572147,72.2047,127.9187,48.8796,100.32
1533,25585.2563,25585256,72.1704,127.9056,48.8452,100.25
1534,25601.9396,25601940,72.1704,127.9056,48.8452,100.25
1535,25618.9957,25618996,72.1704,127.9056,48.8452,100.25
1536,25635.2709,25635271,72.1704,127.9056,48.8452,100.25
1537,25652.4696,25652470,72.1704,127.9056,48.8452,100.25
1538,25668.6285,25668629,72.1704,127.9056,48.8452,100.25
1539,25687.6674,25687667,72.1704,127.9056,48.8452,100.25
1540,25702.0277,25702028,72.1704,127.9056,48.8452,100.25
1541,25723.5666,25723567,72.1704,127.9056,48.8452,100.25
1542,25735.8647,25735865,72.2047,127.9187,48.8796,100.32
1543,25752.0267,25752027,72.2047,127.9187,48.8796,100.32
1544,25769.1830,25769183,72.2047,127.9187,48.8796,100.32
1545,25785.3548,25785355,72.2047,127.9187,48.8796,100.32
1546,25802.7060,25802706,72.2047,127.9187,48.8796,100.32
1547,25818.8736,25818874,72.2047,127.9187,48.8796,100.32
1548,25840.2198,25840220,72.2047,127.9187,48.8796,100.32
1549,25852.2864,25852286,72.2047,127.9187,48.8796,100.32
1550,25868.9584,25868958,72.1704,127.9056,48.8452,100.25
1551,25886.0146,25886015,72.1704,127.9056,48.8452,100.25
1552,25902.2024,25902202,72.1704,127.9056,48.8452,100.25
1553,25919.5203,25919520,72.2047,127.9187,48.8796,100.32
1554,25935.5540,25935554,72.2391,127.9318,48.9139,100.39
1555,25953.8001,25953800,72.2047,127.9187,48.8796,100.32
1556,25969.0805,25969080,72.2047,127.9187,48.8796,100.32
1557,25990.0884,25990088,72.2047,127.9187,48.8796,100.32
1558,26002.7922,26002792,72.2047,127.9187,48.8796,100.32
1559,26019.0608,26019061,72.2047,127.9187,48.8796,100.32
1560,26036.3122,26036312,72.1704,127.9056,48.8452,100.25
1561,26052.4070,26052407,72.2047,127.9187,48.8796,100.32
1562,26069.5707,26069571,72.2391,127.9318,48.9139,100.39
1563,26085.8903,26085890,72.2047,127.9187,48.8796,100.32
1564,26106.0190,26106019,72.2047,127.9187,48.8796,100.32
1565,26119.3000,26119300,72.2047,127.9187,48.8796,100.32
1566,26140.7945,26140794,72.2047,127.9187,48.8796,100.32
1567,26153.0251,26153025,72.2047,127.9187,48.8796,100.32
1568,26169.2439,26169244,72.2047,127.9187,48.8796,100.32
1569,26186.5189,26186519,72.2391,127.9318,48.9139,100.39
1570,26202.6658,26202666,72.2047,127.9187,48.8796,100.32
1571,26221.3831,26221383,72.1704,127.9056,48.8452,100.25
1572,26236.1305,26236130,72.2047,127.9187,48.8796,100.32
1573,26257.1650,26257165,72.2391,127.9318,48.9139,100.39
1574,26269.8354,26269835,72.2391,127.9318,48.9139,100.39
1575,26286.0768,26286077,72.2391,127.9318,48.9139,100.39
1576,26303.3609,26303361,72.2391,127.9318,48.9139,100.39
1577,26319.4875,26319487,72.2391,127.9318,48.9139,100.39
1578,26337.0326,26337033,72.2047,127.9187,48.8796,100.32
1579,26352.9496,26352950,72.2047,127.9187,48.8796,100.32
1580,26374.2417,26374242,72.2047,127.9187,48.8796,100.32
1581,26386.3463,26386346,72.2047,127.9187,48.8796,100.32
1582,26403.0057,26403006,72.2047,127.9187,48.8796,100.32
1583,26420.1707,26420171,72.2391,127.9318,48.9139,100.39
1584,26436.2769,26436277,72.2047,127.9187,48.8796,100.32
1585,26453.6941,26453694,72.2047,127.9187,48.8796,100.32
1586,26469.7509,26469751,72.2391,127.9318,48.9139,100.39
1587,26489.6153,26489615,72.2047,127.9187,48.8796,100.32
1588,26503.1503,26503150,72.2047,127.9187,48.8796,100.32
1589,26523.8729,26523873,72.2047,127.9187,48.8796,100.32
1590,26536.8838,26536884,72.2047,127.9187,48.8796,100.32
1591,26553.4239,26553424,72.2047,127.9187,48.8796,100.32
1592,26572.4912,26572491,72.2047,127.9187,48.8796,100.32
1593,26586.6026,26586603,72.2047,127.9187,48.8796,100.32
1594,26603.4902,26603490,72.2047,127.9187,48.8796,100.32
1595,26620.3770,26620377,72.2047,127.9187,48.8796,100.32
1596,26636.5771,26636577,72.2047,127.9187,48.8796,100.32
1597,26653.7581,26653758,72.2047,127.9187,48.8796,100.32
1598,26669.8900,26669890,72.2047,127.9187,48.8796,100.32
1599,26688.4650,26688465,72.2047,127.9187,48.8796,100.32
1600,26703.4544,26703454,72.2047,127.9187,48.8796,100.32
1601,26724.8307,26724831,72.2047,127.9187,48.8796,100.32
1602,26736.9447,26736945,72.2047,127.9187,48.8796,100.32
1603,26753.4591,26753459,72.1704,127.9056,48.8452,100.25
1604,26770.5605,26770561,72.1704,127.9056,48.8452,100.25
1605,26786.7547,26786755,72.2047,127.9187,48.8796,100.32
1606,26804.1777,26804178,72.2047,127.9187,48.8796,100.32
1607,26820.2601,26820260,72.2047,127.9187,48.8796,100.32
1608,26839.9665,26839967,72.2047,127.9187,48.8796,100.32
1609,26853.6246,26853625,72.2047,127.9187,48.8796,100.32
1610,26874.7584,26874758,72.1704,127.9056,48.8452,100.25
1611,26887.4541,26887454,72.2047,127.9187,48.8796,100.32
1612,26903.6210,26903621,72.2047,127.9187,48.8796,100.32
1613,26920.8171,26920817,72.2047,127.9187,48.8796,100.32
1614,26936.9164,26936916,72.2391,127.9318,48.9139,100.39
1615,26955.0549,26955055,72.2047,127.9187,48.8796,100.32
1616,26970.4562,26970456,72.1704,127.9056,48.8452,100.25
1617,26991.6311,26991631,72.1704,127.9056,48.8452,100.25
1618,27004.2297,27004230,72.2047,127.9187,48.8796,100.32
1619,27020.4130,27020413,72.1704,127.9056,48.8452,100.25
1620,27037.6144,27037614,72.2047,127.9187,48.8796,100.32
1621,27053.7641,27053764,72.2047,127.9187,48.8796,100.32
1622,27071.0521,27071052,72.1704,127.9056,48.8452,100.25
1623,27087.3109,27087311,72.1704,127.9056,48.8452,100.25
1624,27107.3501,27107350,72.2047,127.9187,48.8796,100.32
1625,27120.6662,27120666,72.1704,127.9056,48.8452,100.25
1626,27142.5950,27142595,72.1704,127.9056,48.8452,100.25
1627,27154.4548,27154455,72.1704,127.9056,48.8452,100.25
1628,27170.6518,27170652,72.1704,127.9056,48.8452,100.25
1629,27187.9579,27187958,72.1704,127.9056,48.8452,100.25
1630,27204.0225,27204023,72.1704,127.9056,48.8452,100.25
1631,27222.1633,27222163,72.1704,127.9056,48.8452,100.25
1632,27237.4917,27237492,72.1704,127.9056,48.8452,100.25
1633,27258.5042,27258504,72.1361,127.8925,48.8109,100.18
1634,27270.9705,27270970,72.1361,127.8925,48.8109,100.18
1635,27287.5964,27287596,72.1704,127.9056,48.8452,100.25
1636,27304.7009,27304701,72.1704,127.9056,48.8452,100.25
1637,27320.8382,27320838,72.1704,127.9056,48.8452,100.25
1638,27338.1504,27338150,72.1704,127.9056,48.8452,100.25
1639,27354.3064,27354306,72.1704,127.9056,48.8452,100.25
1640,27374.1133,27374113,72.1704,127.9056,48.8452,100.25
1641,27387.7611,27387761,72.1361,127.8925,48.8109,100.18
1642,27408.5227,27408523,72.1361,127.8925,48.8109,100.18
1643,27421.4993,27421499,72.1361,127.8925,48.8109,100.18
1644,27437.6797,27437680,72.1704,127.9056,48.8452,100.25
1645,27454.9311,27454931,72.1361,127.8925,48.8109,100.18
1646,27471.0234,27471023,72.1361,127.8925,48.8109,100.18
1647,27489.0873,27489087,72.1361,127.8925,48.8109,100.18
1648,27504.5236,27504524,72.1018,127.8793,48.7766,100.11
1649,27526.1048,27526105,72.1361,127.8925,48.8109,100.18
1650,27538.1895,27538190,72.1018,127.8793,48.7766,100.11
1651,27555.5843,27555584,72.1018,127.8793,48.7766,100.11
1652,27572.5082,27572508,72.1018,127.8793,48.7766,100.11
1653,27588.0172,27588017,72.1361,127.8925,48.8109,100.18
1654,27605.3090,27605309,72.1361,127.8925,48.8109,100.18
1655,27621.7646,27621765,72.1018,127.8793,48.7766,100.11
1656,27637.9307,27637931,72.1361,127.8925,48.8109,100.18
1657,27655.1434,27655143,72.1361,127.8925,48.8109,100.18
1658,27671.2924,27671292,72.1361,127.8925,48.8109,100.18
1659,27689.0724,27689072,72.1361,127.8925,48.8109,100.18
1660,27704.8670,27704867,72.1361,127.8925,48.8109,100.18
1661,27725.8441,27725844,72.1361,127.8925,48.8109,100.18
1662,27738.2052,27738205,72.1018,127.8793,48.7766,100.11
1663,27754.8857,27754886,72.1361,127.8925,48.8109,100.18
1664,27772.0227,27772023,72.1361,127.8925,48.8109,100.18
