sample,elapsed_ms,elapsed_us,temp_c,resistance_ohm,delta_from_baseline,pct_of_step
1,16.0648,16065,25.9374,110.0983,2.6122,5.36
2,33.2719,33272,25.9712,110.1114,2.6460,5.43
3,49.3691,49369,25.9374,110.0983,2.6122,5.36
4,66.4480,66448,25.9374,110.0983,2.6122,5.36
5,82.8434,82843,25.9712,110.1114,2.6460,5.43
6,103.4806,103481,26.0051,110.1245,2.6799,5.50
7,116.2534,116253,26.0051,110.1245,2.6799,5.50
8,133.0286,133029,26.0389,110.1376,2.7137,5.57
9,150.0367,150037,26.0051,110.1245,2.6799,5.50
10,166.1922,166192,26.0389,110.1376,2.7137,5.57
11,183.5294,183529,26.0389,110.1376,2.7137,5.57
12,199.5544,199554,26.0389,110.1376,2.7137,5.57
13,218.2222,218222,26.0728,110.1508,2.7476,5.64
14,233.0838,233084,26.1404,110.1770,2.8152,5.78
15,255.0741,255074,26.4450,110.2951,3.1198,6.40
16,266.8348,266835,26.9188,110.4788,3.5936,7.38
17,283.0518,283052,27.5281,110.7150,4.2029,8.63
18,300.3049,300305,28.1713,110.9644,4.8461,9.95
19,316.3923,316392,28.8147,111.2137,5.4895,11.27
20,333.6968,333697,29.4581,111.4630,6.1329,12.59
21,349.8417,349842,30.1018,111.7123,6.7766,13.91
22,368.8854,368885,30.7116,111.9485,7.3864,15.16
23,383.3319,383332,31.2538,112.1585,7.9286,16.27
24,404.8525,404852,31.7961,112.3685,8.4709,17.38
25,417.0679,417068,32.3045,112.5653,8.9793,18.43
26,433.3196,433320,32.7791,112.7490,9.4539,19.40
27,450.4710,450471,33.2538,112.9327,9.9286,20.38
28,466.6333,466633,33.7625,113.1296,10.4373,21.42
29,483.8097,483810,34.2713,113.3264,10.9461,22.46
30,500.1688,500169,34.7801,113.5233,11.4549,23.51
31,520.4942,520494,35.2551,113.7070,11.9299,24.48
32,533.5555,533556,35.7301,113.8907,12.4049,25.46
33,555.5515,555551,36.1713,114.0613,12.8461,26.36
34,567.4300,567430,36.5786,114.2188,13.2534,27.20
35,583.6420,583642,37.0199,114.3893,13.6947,28.11
36,601.8029,601803,37.3933,114.5337,14.0681,28.87
37,617.0023,617002,37.7668,114.6780,14.4416,29.64
38,638.8526,638853,38.1404,114.8224,14.8152,30.41
39,650.7180,650718,38.4800,114.9536,15.1548,31.10
40,666.9898,666990,38.8196,115.0848,15.4944,31.80
41,684.2604,684260,39.1253,115.2029,15.8001,32.43
42,700.3273,700327,39.3971,115.3079,16.0719,32.98
43,717.7245,717724,39.7028,115.4260,16.3776,33.61
44,733.8148,733815,39.9746,115.5310,16.6494,34.17
45,753.1908,753191,40.2805,115.6491,16.9553,34.80
46,767.2901,767290,40.5523,115.7541,17.2271,35.36
47,788.1506,788151,40.8582,115.8722,17.5330,35.98
48,801.0118,801012,41.1301,115.9772,17.8049,36.54
49,817.2060,817206,41.3680,116.0690,18.0428,37.03
50,834.4614,834461,41.6400,116.1740,18.3148,37.59
51,850.5722,850572,41.9119,116.2790,18.5867,38.15
52,867.7230,867723,42.1499,116.3708,18.8247,38.63
53,884.1173,884117,42.3879,116.4627,19.0627,39.12
54,904.2932,904293,42.6259,116.5546,19.3007,39.61
55,917.4731,917473,42.8640,116.6464,19.5388,40.10
56,936.8748,936875,43.1020,116.7383,19.7768,40.59
57,951.3283,951328,43.3061,116.8170,19.9809,41.01
58,967.4719,967472,43.5442,116.9089,20.2190,41.50
59,984.6952,984695,43.7483,116.9876,20.4231,41.91
60,1000.8643,1000864,43.9524,117.0663,20.6272,42.33
61,1018.5157,1018516,44.1565,117.1451,20.8313,42.75
62,1034.3575,1034357,44.3946,117.2369,21.0694,43.24
63,1055.5784,1055578,44.5648,117.3026,21.2396,43.59
64,1067.7644,1067764,44.7689,117.3813,21.4437,44.01
65,1084.4677,1084468,44.9390,117.4469,21.6138,44.36
66,1101.5813,1101581,45.1432,117.5256,21.8180,44.78
67,1117.6444,1117644,45.3134,117.5912,21.9882,45.13
68,1134.9593,1134959,45.5176,117.6700,22.1924,45.55
69,1151.0704,1151070,45.6877,117.7356,22.3625,45.90
70,1169.2782,1169278,45.8579,117.8012,22.5327,46.24
71,1184.5488,1184549,46.0281,117.8668,22.7029,46.59
72,1206.4500,1206450,46.1983,117.9324,22.8731,46.94
73,1218.1804,1218180,46.3685,117.9980,23.0433,47.29
74,1234.5417,1234542,46.5387,118.0637,23.2135,47.64
75,1251.8402,1251840,46.6749,118.1161,23.3497,47.92
76,1267.8944,1267894,46.8111,118.1686,23.4859,48.20
77,1285.1971,1285197,46.9473,118.2211,23.6221,48.48
78,1301.3459,1301346,47.0835,118.2736,23.7583,48.76
79,1320.5980,1320598,47.2538,118.3392,23.9286,49.11
80,1334.7585,1334758,47.3900,118.3917,24.0648,49.39
81,1356.8116,1356812,47.5262,118.4442,24.2010,49.67
82,1368.5479,1368548,47.6965,118.5098,24.3713,50.02
83,1384.7125,1384712,47.8667,118.5754,24.5415,50.37
84,1401.9199,1401920,47.9689,118.6148,24.6437,50.58
85,1418.0582,1418058,48.1052,118.6673,24.7800,50.86
86,1435.1170,1435117,48.2755,118.7329,24.9503,51.21
87,1451.5929,1451593,48.3776,118.7723,25.0524,51.42
88,1472.1167,1472117,48.5139,118.8248,25.1887,51.70
89,1484.9286,1484929,48.6161,118.8641,25.2909,51.91
90,1505.2622,1505262,48.7524,118.9166,25.4272,52.18
91,1518.7187,1518719,48.8886,118.9691,25.5634,52.46
92,1534.8755,1534875,48.9908,119.0085,25.6656,52.67
93,1552.3041,1552304,49.0590,119.0347,25.7338,52.81
94,1568.3541,1568354,49.1953,119.0872,25.8701,53.09
95,1589.6892,1589689,49.3316,119.1397,26.0064,53.37
96,1601.7600,1601760,49.4678,119.1922,26.1426,53.65
97,1618.9024,1618902,49.5701,119.2316,26.2449,53.86
98,1635.6731,1635673,49.6382,119.2578,26.3130,54.00
99,1651.7035,1651703,49.8086,119.3234,26.4834,54.35
100,1668.9826,1668983,49.9108,119.3628,26.5856,54.56
101,1685.1577,1685158,50.0472,119.4153,26.7220,54.84
102,1704.6943,1704694,50.1494,119.4547,26.8242,55.05
103,1718.5698,1718570,50.2516,119.4940,26.9264,55.26
104,1740.1319,1740132,50.3539,119.5334,27.0287,55.47
105,1752.4005,1752401,50.4561,119.5728,27.1309,55.68
106,1768.5502,1768550,50.5584,119.6121,27.2332,55.89
107,1785.7422,1785742,50.6947,119.6646,27.3695,56.17
108,1801.8712,1801871,50.8311,119.7171,27.5059,56.45
109,1819.4487,1819449,50.9334,119.7565,27.6082,56.66
110,1835.4808,1835481,51.0015,119.7827,27.6763,56.80
111,1856.8788,1856879,51.1379,119.8352,27.8127,57.08
112,1868.8041,1868804,51.2743,119.8877,27.9491,57.36
113,1885.4851,1885485,51.3765,119.9271,28.0514,57.57
114,1902.5586,1902559,51.4788,119.9664,28.1536,57.78
115,1918.7036,1918704,51.6152,120.0189,28.2900,58.06
116,1936.1572,1936157,51.6834,120.0452,28.3582,58.20
117,1952.1229,1952123,51.8198,120.0977,28.4946,58.48
118,1970.2722,1970272,51.9221,120.1370,28.5969,58.69
119,1985.6178,1985618,52.0244,120.1764,28.6992,58.90
120,2007.0347,2007035,52.1267,120.2158,28.8015,59.11
121,2019.2758,2019276,52.1949,120.2420,28.8697,59.25
122,2035.6911,2035691,52.3313,120.2945,29.0061,59.53
123,2052.8184,2052818,52.3995,120.3207,29.0743,59.67
124,2068.9090,2068909,52.5018,120.3601,29.1766,59.88
125,2086.1898,2086190,52.5700,120.3864,29.2448,60.02
126,2102.3074,2102307,52.7065,120.4388,29.3813,60.30
127,2121.1437,2121144,52.8088,120.4782,29.4836,60.51
128,2135.8469,2135847,52.8770,120.5045,29.5518,60.65
129,2157.7540,2157754,52.9452,120.5307,29.6200,60.79
130,2169.6798,2169680,53.0135,120.5569,29.6883,60.93
131,2185.8161,2185816,53.1158,120.5963,29.7906,61.14
132,2202.9619,2202962,53.1840,120.6226,29.8588,61.28
133,2219.1037,2219104,53.2863,120.6619,29.9611,61.49
134,2236.5733,2236573,53.3546,120.6882,30.0294,61.63
135,2252.6087,2252609,53.4228,120.7144,30.0976,61.77
136,2272.7355,2272735,53.4910,120.7407,30.1658,61.91
137,2286.0131,2286013,53.5593,120.7669,30.2341,62.05
138,2306.9215,2306922,53.6616,120.8063,30.3364,62.26
139,2319.8189,2319819,53.7299,120.8325,30.4047,62.40
140,2335.9573,2335957,53.8322,120.8719,30.5070,62.61
141,2353.1711,2353171,53.9004,120.8981,30.5752,62.75
142,2369.3334,2369333,53.9687,120.9244,30.6435,62.89
143,2386.9015,2386901,54.0369,120.9506,30.7117,63.03
144,2402.8686,2402869,54.1052,120.9769,30.7800,63.17
145,2424.2682,2424268,54.2075,121.0162,30.8823,63.38
146,2436.2992,2436299,54.3099,121.0556,30.9847,63.59
147,2452.9031,2452903,54.3440,121.0687,31.0188,63.66
148,2470.0291,2470029,54.4123,121.0950,31.0871,63.80
149,2486.1701,2486170,54.4805,121.1212,31.1553,63.94
150,2503.6079,2503608,54.5488,121.1475,31.2236,64.08
151,2519.5818,2519582,54.6512,121.1868,31.3260,64.29
152,2538.0714,2538071,54.7194,121.2131,31.3942,64.43
153,2553.3229,2553323,54.7877,121.2393,31.4625,64.57
154,2569.7212,2569721,54.8559,121.2656,31.5307,64.71
155,2586.8694,2586869,54.9242,121.2918,31.5990,64.85
156,2602.9751,2602975,54.9583,121.3049,31.6331,64.92
157,2620.4801,2620480,55.0266,121.3312,31.7014,65.06
158,2636.4565,2636456,55.1290,121.3705,31.8038,65.27
159,2655.7138,2655714,55.1972,121.3968,31.8720,65.41
160,2669.8819,2669882,55.2655,121.4230,31.9403,65.55
161,2691.5252,2691525,55.3338,121.4493,32.0086,65.69
162,2703.7630,2703763,55.4020,121.4755,32.0768,65.83
163,2719.8635,2719863,55.4703,121.5018,32.1451,65.97
164,2737.0297,2737030,55.5386,121.5280,32.2134,66.11
165,2753.1548,2753155,55.6069,121.5543,32.2817,66.25
166,2770.8769,2770877,55.6751,121.5805,32.3499,66.39
167,2786.7211,2786721,55.7434,121.6068,32.4182,66.53
168,2808.1803,2808180,55.8458,121.6461,32.5206,66.74
169,2820.1444,2820144,55.9141,121.6724,32.5889,66.88
170,2837.1178,2837118,55.9824,121.6986,32.6572,67.02
171,2853.8816,2853882,56.0507,121.7249,32.7255,67.16
172,2870.0127,2870013,56.0848,121.7380,32.7596,67.23
173,2887.3148,2887315,56.1531,121.7642,32.8279,67.37
174,2903.4175,2903417,56.2214,121.7905,32.8962,67.51
175,2921.6099,2921610,56.2897,121.8167,32.9645,67.65
176,2936.9158,2936916,56.3921,121.8561,33.0669,67.86
177,2958.5371,2958537,56.4263,121.8692,33.1011,67.93
178,2970.5186,2970519,56.4945,121.8954,33.1693,68.07
179,2986.9733,2986973,56.5970,121.9348,33.2718,68.28
180,3004.2001,3004200,56.6653,121.9611,33.3401,68.42
181,3020.2449,3020245,56.7336,121.9873,33.4084,68.56
182,3037.5518,3037552,56.8360,122.0267,33.5108,68.78
183,3053.7401,3053740,56.8702,122.0398,33.5450,68.85
184,3073.2681,3073268,56.9385,122.0660,33.6133,68.99
185,3087.1368,3087137,57.0068,122.0923,33.6816,69.13
186,3108.9694,3108969,57.0751,122.1185,33.7499,69.27
187,3120.8757,3120876,57.1434,122.1448,33.8182,69.41
188,3137.0480,3137048,57.2117,122.1710,33.8865,69.55
189,3154.3409,3154341,57.2800,122.1973,33.9548,69.69
190,3170.4266,3170427,57.3483,122.2235,34.0231,69.83
191,3187.8775,3187877,57.3825,122.2366,34.0573,69.90
192,3203.9908,3203991,57.4508,122.2629,34.1256,70.04
193,3225.0977,3225098,57.5191,122.2891,34.1939,70.18
194,3237.3648,3237365,57.5874,122.3154,34.2622,70.32
195,3254.1162,3254116,57.6557,122.3416,34.3305,70.46
196,3271.0872,3271087,57.7240,122.3679,34.3988,70.60
197,3287.2707,3287271,57.7924,122.3941,34.4672,70.74
198,3304.6122,3304612,57.8265,122.4072,34.5013,70.81
199,3320.6269,3320627,57.9290,122.4466,34.6038,71.02
200,3338.3668,3338367,57.9632,122.4597,34.6380,71.09
201,3354.1588,3354159,58.0315,122.4860,34.7063,71.23
202,3375.7409,3375741,58.0998,122.5122,34.7746,71.37
203,3387.6499,3387650,58.1681,122.5385,34.8429,71.51
204,3404.2436,3404244,58.2023,122.5516,34.8771,71.58
205,3421.3645,3421365,58.2706,122.5778,34.9454,71.72
206,3437.5266,3437527,58.3731,122.6172,35.0479,71.93
207,3454.8545,3454855,58.4073,122.6303,35.0821,72.00
208,3470.9714,3470971,58.4756,122.6566,35.1504,72.14
209,3490.3285,3490329,58.5440,122.6828,35.2188,72.28
210,3504.3721,3504372,58.5781,122.6959,35.2529,72.35
211,3526.1416,3526142,58.6465,122.7222,35.3213,72.49
212,3538.1206,3538121,58.7148,122.7484,35.3896,72.63
213,3554.9489,3554949,58.7490,122.7615,35.4238,72.70
214,3572.8516,3572852,58.7831,122.7747,35.4579,72.77
215,3587.8495,3587850,58.8515,122.8009,35.5263,72.91
216,3609.4462,3609446,58.9198,122.8271,35.5946,73.05
217,3621.6024,3621602,58.9882,122.8534,35.6630,73.19
218,3637.7846,3637785,59.0565,122.8796,35.7313,73.33
219,3655.0407,3655041,59.0565,122.8796,35.7313,73.33
220,3671.1138,3671114,59.1248,122.9059,35.7996,73.47
221,3688.2692,3688269,59.1932,122.9321,35.8680,73.61
222,3704.6514,3704651,59.2615,122.9584,35.9363,73.75
223,3724.7734,3724773,59.2957,122.9715,35.9705,73.82
224,3738.0451,3738045,59.3641,122.9977,36.0389,73.96
225,3760.0550,3760055,59.4324,123.0240,36.1072,74.10
226,3771.8717,3771872,59.4666,123.0371,36.1414,74.17
227,3787.9730,3787973,59.5008,123.0502,36.1756,74.24
228,3805.1958,3805196,59.5691,123.0765,36.2439,74.38
229,3821.3484,3821348,59.6033,123.0896,36.2781,74.45
230,3838.7777,3838778,59.6717,123.1158,36.3465,74.59
231,3854.8526,3854853,59.7058,123.1290,36.3806,74.66
232,3876.0308,3876031,59.7400,123.1421,36.4148,74.74
233,3888.2761,3888276,59.8084,123.1683,36.4832,74.88
234,3904.9639,3904964,59.8767,123.1946,36.5515,75.02
235,3922.0312,3922031,59.9109,123.2077,36.5857,75.09
236,3938.1791,3938179,59.9451,123.2208,36.6199,75.16
237,3955.5505,3955550,60.0135,123.2471,36.6883,75.30
238,3971.5796,3971580,60.0477,123.2602,36.7225,75.37
239,3990.3140,3990314,60.1502,123.2996,36.8250,75.58
240,4005.0635,4005063,60.1844,123.3127,36.8592,75.65
241,4026.9419,4026942,60.1844,123.3127,36.8592,75.65
242,4038.8664,4038866,60.2528,123.3389,36.9276,75.79
243,4055.0342,4055034,60.3211,123.3652,36.9959,75.93
244,4072.3080,4072308,60.3553,123.3783,37.0301,76.00
245,4088.3568,4088357,60.3895,123.3914,37.0643,76.07
246,4105.6851,4105685,60.4579,123.4177,37.1327,76.21
247,4121.8700,4121870,60.4921,123.4308,37.1669,76.28
248,4141.4329,4141433,60.5604,123.4570,37.2352,76.42
249,4155.2808,4155281,60.5946,123.4702,37.2694,76.49
250,4176.9167,4176917,60.6288,123.4833,37.3036,76.56
251,4189.0297,4189030,60.6972,123.5095,37.3720,76.70
252,4205.2007,4205201,60.7656,123.5358,37.4404,76.84
253,4222.4681,4222468,60.7656,123.5358,37.4404,76.84
254,4238.5426,4238543,60.8339,123.5620,37.5087,76.98
255,4256.6412,4256641,60.8681,123.5751,37.5429,77.05
256,4272.1317,4272132,60.9023,123.5883,37.5771,77.12
257,4293.5551,4293555,60.9365,123.6014,37.6113,77.19
258,4305.5439,4305544,61.0049,123.6276,37.6797,77.33
259,4322.1693,4322169,61.0391,123.6407,37.7139,77.40
260,4339.2946,4339295,61.0733,123.6539,37.7481,77.47
261,4355.4219,4355422,61.1075,123.6670,37.7823,77.54
262,4372.8071,4372807,61.1417,123.6801,37.8165,77.61
263,4388.8454,4388845,61.1759,123.6932,37.8507,77.68
264,4407.6962,4407696,61.2443,123.7195,37.9191,77.82
265,4422.2921,4422292,61.2443,123.7195,37.9191,77.82
266,4444.4740,4444474,61.2785,123.7326,37.9533,77.89
267,4456.2544,4456254,61.3468,123.7589,38.0216,78.03
268,4472.2178,4472218,61.3810,123.7720,38.0558,78.10
269,4489.4580,4489458,61.4152,123.7851,38.0900,78.17
270,4505.6006,4505601,61.4494,123.7982,38.1242,78.24
271,4522.6531,4522653,61.5178,123.8245,38.1926,78.38
272,4539.1322,4539132,61.5520,123.8376,38.2268,78.45
273,4560.2745,4560274,61.5862,123.8507,38.2610,78.52
274,4572.5148,4572515,61.6546,123.8770,38.3294,78.66
275,4589.1839,4589184,61.6546,123.8770,38.3294,78.66
276,4606.4487,4606449,61.6888,123.8901,38.3636,78.73
277,4622.4883,4622488,61.7230,123.9032,38.3978,78.80
278,4641.1419,4641142,61.7914,123.9294,38.4662,78.95
279,4655.9769,4655977,61.8256,123.9426,38.5004,79.02
280,4677.5599,4677560,61.8598,123.9557,38.5346,79.09
281,4689.7235,4689723,61.9282,123.9819,38.6030,79.23
282,4705.8962,4705896,61.9624,123.9951,38.6372,79.30
283,4723.2930,4723293,61.9966,124.0082,38.6714,79.37
284,4739.2980,4739298,61.9966,124.0082,38.6714,79.37
285,4756.7586,4756759,62.0650,124.0344,38.7398,79.51
286,4772.7598,4772760,62.0992,124.0475,38.7740,79.58
287,4792.8706,4792871,62.1335,124.0607,38.8083,79.65
288,4806.1612,4806161,62.1677,124.0738,38.8425,79.72
289,4828.1007,4828101,62.2019,124.0869,38.8767,79.79
290,4840.0143,4840014,62.2361,124.1000,38.9109,79.86
291,4856.1103,4856110,62.2703,124.1132,38.9451,79.93
292,4873.3844,4873384,62.3045,124.1263,38.9793,80.00
293,4889.4591,4889459,62.3387,124.1394,39.0135,80.07
294,4906.9150,4906915,62.4071,124.1656,39.0819,80.21
295,4923.0027,4923003,62.4413,124.1788,39.1161,80.28
296,4944.0013,4944001,62.4755,124.1919,39.1503,80.35
297,4956.3949,4956395,62.5097,124.2050,39.1845,80.42
298,4973.1553,4973155,62.5439,124.2181,39.2187,80.49
299,4990.2173,4990217,62.5781,124.2313,39.2529,80.56
300,5006.3042,5006304,62.6123,124.2444,39.2871,80.63
301,5023.7981,5023798,62.6466,124.2575,39.3214,80.70
302,5039.7123,5039712,62.6808,124.2706,39.3556,80.77
303,5058.3214,5058321,62.7150,124.2838,39.3898,80.84
304,5073.2199,5073220,62.7492,124.2969,39.4240,80.91
305,5094.9854,5094985,62.7834,124.3100,39.4582,80.98
306,5107.0193,5107019,62.8176,124.3231,39.4924,81.05
307,5123.1958,5123196,62.8860,124.3494,39.5608,81.19
308,5140.4603,5140460,62.9202,124.3625,39.5950,81.26
309,5156.5248,5156525,62.9545,124.3756,39.6293,81.33
310,5173.8243,5173824,62.9887,124.3887,39.6635,81.40
311,5190.0375,5190037,62.9887,124.3887,39.6635,81.40
312,5210.2093,5210209,63.0229,124.4019,39.6977,81.47
313,5223.4888,5223489,63.0571,124.4150,39.7319,81.54
314,5243.7545,5243754,63.0913,124.4281,39.7661,81.61
315,5257.1886,5257189,63.1255,124.4412,39.8003,81.68
316,5273.3361,5273336,63.1939,124.4675,39.8688,81.82
317,5290.5852,5290585,63.2282,124.4806,39.9030,81.89
318,5306.7195,5306719,63.2624,124.4937,39.9372,81.96
319,5325.0379,5325038,63.2966,124.5068,39.9714,82.03
320,5340.2959,5340296,63.2966,124.5068,39.9714,82.03
321,5362.0147,5362015,63.3308,124.5200,40.0056,82.10
322,5373.9569,5373957,63.3650,124.5331,40.0398,82.17
323,5390.3175,5390318,63.3992,124.5462,40.0740,82.25
324,5407.4371,5407437,63.4335,124.5593,40.1083,82.32
325,5423.6089,5423609,63.4677,124.5724,40.1425,82.39
326,5440.9450,5440945,63.5019,124.5856,40.1767,82.46
327,5457.0602,5457060,63.5361,124.5987,40.2109,82.53
328,5476.1902,5476190,63.5703,124.6118,40.2451,82.60
329,5490.5018,5490502,63.6046,124.6249,40.2794,82.67
330,5512.2571,5512257,63.6388,124.6381,40.3136,82.74
331,5524.2626,5524263,63.6388,124.6381,40.3136,82.74
332,5540.3767,5540377,63.7072,124.6643,40.3820,82.88
333,5557.6303,5557630,63.7414,124.6774,40.4162,82.95
334,5573.7733,5573773,63.7414,124.6774,40.4162,82.95
335,5593.5700,5593570,63.7757,124.6906,40.4505,83.02
336,5607.3417,5607342,63.8099,124.7037,40.4847,83.09
